feature	ham_probability	spam_probability
logged	6.3669326983379126e-06	7.16191294694813e-06
logging	8.640837233458596e-06	4.774608631298753e-06
logic	2.6832073514424057e-05	5.371434710211097e-06
logical	4.547809070241366e-06	1.432382589389626e-05
logician	2.273904535120683e-07	3.282543434017893e-06
login	1.8418626734477533e-05	2.6857173551055485e-05
logins	1.5917331745844781e-06	8.952391183685162e-07
logistic	1.3643427210724097e-06	1.014604334150985e-05
logistical	4.0930281632172295e-06	8.952391183685162e-07
logistics	8.959183868375491e-05	8.952391183685162e-06
logitech	4.547809070241366e-07	5.371434710211097e-06
logo	8.413446779946527e-06	0.0002596193443268697
logodentity	2.273904535120683e-07	1.581589109117712e-05
logon	1.0005179954531004e-05	1.1936521578246883e-06
logons	2.273904535120683e-07	1.1936521578246883e-06
logos	2.0465140816086147e-06	0.0001378668242287515
lograr	2.273904535120683e-07	1.7904782367370325e-06
logs	2.501294988632751e-06	2.6857173551055487e-06
lohman	1.9328188548525804e-05	2.984130394561721e-07
loi	4.320418616729298e-06	1.4920651972808604e-05
loibl	3.1834663491689563e-06	2.984130394561721e-07
loincloth	2.273904535120683e-07	2.0888912761932045e-06
loire	2.273904535120683e-07	2.0888912761932045e-06
lois	3.6382472561930927e-06	1.4920651972808604e-05
loiter	2.273904535120683e-07	1.7904782367370325e-06
lokay	6.753496469308428e-05	2.984130394561721e-07
lokey	5.229980430777571e-06	5.968260789123442e-07
lol	4.547809070241366e-07	1.4920651972808604e-06
lola	9.095618140482732e-07	1.7904782367370325e-06
loll	2.273904535120683e-07	2.3873043156493766e-06
lollipop	2.273904535120683e-07	2.3873043156493766e-06
lolly	2.273904535120683e-07	1.7904782367370325e-06
lomb	2.273904535120683e-07	2.6857173551055487e-06
lombard	2.273904535120683e-07	1.7904782367370325e-06
lombardi	1.8191236280965463e-06	2.984130394561721e-07
lome	2.273904535120683e-07	1.7904782367370325e-06
lon	0.00041544235856654876	8.11683467320788e-05
london	0.00041203150176386775	6.296515132525231e-05
londres	2.273904535120683e-07	2.0888912761932045e-06
londynie	1.1369522675603416e-06	2.984130394561721e-07
lone	2.0919921723110282e-05	5.371434710211097e-06
lonely	2.273904535120683e-07	1.730795628845798e-05
lonesome	2.273904535120683e-07	2.3873043156493766e-06
lonestar	1.2279084489651688e-05	2.984130394561721e-07
loney	2.273904535120683e-07	3.879369512930237e-06
long	0.0005298197566831191	0.0004061401466998502
longed	2.273904535120683e-07	1.7904782367370325e-06
longer	0.0001262017016991979	0.00015159382404373543
longest	2.956075895656888e-06	1.8203195406826498e-05
longevity	2.273904535120683e-07	4.476195591842581e-06
longfellow	2.273904535120683e-07	2.6857173551055487e-06
longhorn	1.8191236280965463e-06	2.02920866830197e-05
longhorns	1.8191236280965463e-06	2.984130394561721e-07
longines	2.273904535120683e-07	1.7606369327914152e-05
longing	2.273904535120683e-07	2.6857173551055487e-06
longleg	2.273904535120683e-07	1.7904782367370325e-06
longs	6.821713605362049e-07	2.0888912761932045e-06
longstanding	1.8191236280965463e-06	1.7904782367370325e-06
longterm	1.1369522675603416e-06	5.968260789123442e-07
longtime	1.068735131506721e-05	2.9841303945617208e-06
longue	2.273904535120683e-07	1.7904782367370325e-06
longview	1.205169403613962e-05	2.984130394561721e-07
longz	2.273904535120683e-07	1.014604334150985e-05
loni	2.273904535120683e-07	1.7904782367370325e-06
loo	2.273904535120683e-07	4.5358781997338156e-05
look	0.00048024863781748824	0.0004714926023407519
lookbacks	1.3643427210724097e-06	2.984130394561721e-07
looked	4.706982387699814e-05	2.327621707758142e-05
looking	0.0002715042014934095	0.0009385090090896612
lookln	2.273904535120683e-07	1.7904782367370325e-06
looklng	2.273904535120683e-07	2.9841303945617208e-06
lookout	6.821713605362049e-07	2.6857173551055487e-06
looks	0.00012347301625705308	3.342226041909127e-05
looksmart	2.273904535120683e-07	2.6857173551055487e-06
lookup	2.273904535120683e-07	2.6857173551055487e-06
loom	2.7286854421448195e-06	1.7904782367370325e-06
looming	3.865637709705161e-06	5.9682607891234416e-06
loomis	1.3643427210724097e-06	2.0888912761932045e-06
looms	2.7286854421448195e-06	1.7904782367370325e-06
loon	2.501294988632751e-06	2.3873043156493766e-06
looney	2.273904535120683e-07	2.3873043156493766e-06
loooooking	2.273904535120683e-07	2.0888912761932045e-06
loop	2.3648607165255103e-05	7.758739025860474e-06
loophole	9.095618140482732e-07	4.476195591842581e-06
loopholes	1.8191236280965463e-06	2.984130394561721e-07
looping	1.5917331745844781e-06	2.984130394561721e-07
loops	6.821713605362049e-07	1.1936521578246883e-06
loose	9.3230085939948e-06	2.5066695314318455e-05
loosely	1.3643427210724097e-06	5.968260789123442e-07
loosen	2.273904535120683e-06	1.4920651972808604e-06
loosestrife	2.273904535120683e-07	1.7904782367370325e-06
loosing	1.5917331745844781e-06	2.3873043156493766e-06
loot	2.273904535120683e-07	1.7904782367370325e-06
looted	2.273904535120683e-07	2.6857173551055487e-06
loow	2.273904535120683e-07	4.476195591842581e-06
lop	2.273904535120683e-07	3.879369512930237e-06
lopez	5.002589977265502e-06	1.3428586775527743e-05
lopsided	2.273904535120683e-07	2.0888912761932045e-06
loq	2.273904535120683e-07	2.0888912761932045e-06
loqo	2.273904535120683e-07	2.327621707758142e-05
loqodentity	2.273904535120683e-07	1.2831760696615399e-05
loqos	2.273904535120683e-07	2.0888912761932044e-05
loquacious	2.273904535120683e-07	1.7904782367370325e-06
loquacity	2.273904535120683e-07	2.0888912761932045e-06
loquat	2.273904535120683e-07	2.0888912761932045e-06
lora	1.8191236280965463e-06	5.968260789123442e-07
loraazepam	2.273904535120683e-07	7.460325986404302e-06
lorazeepam	2.273904535120683e-07	3.580956473474065e-06
lord	8.413446779946527e-06	2.2679390998669078e-05
lordship	2.273904535120683e-07	5.371434710211097e-06
lore	6.821713605362049e-07	2.9841303945617208e-06
lorelei	4.547809070241366e-07	2.9841303945617208e-06
loren	2.273904535120683e-06	8.952391183685162e-07
lorena	2.273904535120683e-07	3.879369512930237e-06
lorenz	2.0465140816086147e-06	8.952391183685162e-07
loretta	8.413446779946527e-06	1.7904782367370325e-06
lori	1.0459960861555141e-05	8.952391183685162e-07
lorie	3.1834663491689563e-06	8.952391183685162e-07
loring	1.8191236280965463e-06	2.984130394561721e-07
lorna	1.7736455373941328e-05	2.984130394561721e-07
lorraine	3.842898664353954e-05	3.282543434017893e-06
los	5.0253290226167095e-05	0.00016412717170089465
lose	5.525588020343259e-05	0.00026528919207653695
loser	6.3669326983379126e-06	4.177782552386409e-06
losers	6.59432315184998e-06	2.0888912761932045e-06
loses	5.912151791313776e-06	5.6698477496672695e-06
losing	2.569512124686372e-05	2.7155586590511658e-05
loss	0.0002273904535120683	0.0001548763674777533
losses	0.00017850150600697362	1.9098434525195013e-05
losss	2.273904535120683e-07	2.3873043156493766e-06
lossy	2.273904535120683e-07	1.7904782367370325e-06
lost	0.00015985548881898402	8.504771624500904e-05
lot	0.00019123537140364945	0.0001614414543457891
loteria	2.273904535120683e-07	4.177782552386409e-06
loterij	2.273904535120683e-07	7.460325986404302e-06
loth	2.273904535120683e-07	2.9841303945617208e-06
lothian	1.5917331745844781e-06	2.984130394561721e-07
lotion	2.273904535120683e-07	2.0888912761932045e-06
lotions	2.273904535120683e-07	1.7904782367370325e-06
lots	2.433077852579131e-05	0.00010295249861237937
lotsonet	2.273904535120683e-07	5.073021670754925e-06
lott	1.5917331745844781e-06	1.1936521578246883e-06
lotteries	4.547809070241366e-07	7.460325986404302e-06
lottery	3.6382472561930927e-06	0.00038286392962226875
lottie	2.273904535120683e-07	2.9841303945617208e-06
lotto	2.273904535120683e-07	6.535245564090168e-05
lotus	2.8651197142520604e-05	3.282543434017893e-06
lotz	1.3643427210724097e-06	2.984130394561721e-07
lou	2.2284264444182693e-05	1.3726999814983916e-05
loud	2.0465140816086147e-06	6.565086868035786e-06
loudly	4.547809070241366e-07	1.4920651972808604e-06
loudspeaker	2.273904535120683e-07	8.952391183685162e-06
loudspeaking	2.273904535120683e-07	2.9841303945617208e-06
loughrid	2.7286854421448195e-06	2.984130394561721e-07
loughridge	5.457370884289639e-06	2.984130394561721e-07
louis	3.4108568026810246e-05	3.431749953745979e-05
louisa	2.273904535120683e-07	7.460325986404302e-06
louise	0.0008051895958862338	2.3873043156493766e-06
louisiana	3.2971615759249904e-05	2.327621707758142e-05
louisville	4.547809070241366e-07	2.0888912761932045e-06
lounge	1.8191236280965463e-06	4.177782552386409e-06
lounghrid	3.6382472561930927e-06	2.984130394561721e-07
lounsbury	2.273904535120683e-07	2.6857173551055487e-06
lourdes	2.273904535120683e-07	2.0888912761932045e-06
lousewort	2.273904535120683e-07	1.7904782367370325e-06
lousie	1.8191236280965463e-06	2.984130394561721e-07
lousy	1.1369522675603416e-06	3.282543434017893e-06
louty	2.273904535120683e-07	2.3873043156493766e-06
louver	2.273904535120683e-07	2.0888912761932045e-06
louvre	2.273904535120683e-07	2.0888912761932045e-06
love	4.866155705158262e-05	0.00024499710539351726
loved	7.276494512386185e-06	1.7606369327914152e-05
lovell	1.5917331745844781e-06	2.984130394561721e-07
lovelorn	2.273904535120683e-07	1.7904782367370325e-06
lovely	1.3643427210724097e-06	1.3428586775527743e-05
lover	6.821713605362049e-07	1.2533347657159227e-05
lovers	2.273904535120683e-07	9.847630302053678e-06
loves	1.8191236280965463e-06	2.5066695314318455e-05
lovin	2.273904535120683e-07	3.580956473474065e-06
loving	3.4108568026810243e-06	1.0742869420422195e-05
lovingly	1.3643427210724097e-06	2.984130394561721e-07
lovv	2.273904535120683e-07	4.476195591842581e-06
lovver	2.273904535120683e-07	5.371434710211097e-06
lovvprice	2.273904535120683e-07	2.3873043156493766e-06
low	0.00015758158428386332	0.0005129720148251598
lowdown	4.547809070241366e-07	1.4920651972808604e-06
lowe	2.273904535120683e-07	3.879369512930237e-06
lowell	2.0465140816086147e-06	2.3873043156493766e-06
lower	0.00016599503106380986	0.00011041282459878366
lowered	5.411892793587225e-05	5.371434710211097e-06
lowering	1.068735131506721e-05	5.6698477496672695e-06
lowerr	2.273904535120683e-07	3.879369512930237e-06
lowers	5.002589977265502e-06	4.774608631298753e-06
lowesst	2.273904535120683e-07	3.580956473474065e-06
lowest	5.275458521479984e-05	0.0001399557155049447
lowland	2.273904535120683e-07	2.0888912761932045e-06
lowprices	2.273904535120683e-07	2.3873043156493766e-06
lowry	1.1596913129115483e-05	1.7904782367370325e-06
lows	1.3416036757212029e-05	7.460325986404302e-06
loy	2.273904535120683e-07	1.7904782367370325e-06
loya	4.547809070241366e-07	2.3873043156493766e-06
loyal	2.501294988632751e-06	1.163810853879071e-05
loyalty	4.547809070241366e-06	1.0742869420422195e-05
loyd	2.501294988632751e-06	8.952391183685162e-07
lozano	1.1369522675603415e-05	5.968260789123442e-07
lozenge	2.273904535120683e-07	5.073021670754925e-06
lozenges	2.273904535120683e-07	2.9841303945617208e-06
lp	5.752978473855328e-05	9.549217262597506e-06
lpc	2.273904535120683e-07	1.7904782367370325e-06
lpg	5.002589977265502e-06	2.984130394561721e-07
lpga	2.273904535120683e-07	8.952391183685162e-06
lpjsjfv	2.273904535120683e-07	3.580956473474065e-06
lpm	8.868227686970664e-06	2.984130394561721e-07
lpplng	2.273904535120683e-07	9.250804223141334e-06
lpx	4.547809070241366e-07	2.2380977959212905e-05
lq	5.684761337801707e-06	3.580956473474065e-06
lqqk	2.273904535120683e-07	2.0888912761932045e-06
lr	2.273904535120683e-07	5.371434710211097e-06
lrc	5.229980430777571e-06	2.984130394561721e-07
lrcj	2.273904535120683e-07	6.266673828579614e-06
ls	4.138506253919643e-05	3.6406390813652995e-05
lse	5.457370884289639e-06	8.952391183685162e-07
lsg	1.1369522675603416e-06	5.968260789123442e-07
lsi	9.095618140482732e-07	1.4920651972808604e-06
lsk	2.7286854421448194e-05	1.1936521578246883e-06
lsluk	2.273904535120683e-07	1.7904782367370325e-06
lsmoke	2.273904535120683e-07	2.6857173551055487e-06
lsp	2.273904535120683e-05	2.984130394561721e-07
lst	7.754014464761529e-05	5.550482533884801e-05
lsu	1.9328188548525804e-05	2.984130394561721e-07
lt	7.276494512386185e-06	4.118099944495175e-05
ltc	2.273904535120683e-07	8.355565104772818e-06
ltd	0.00010846524632525658	0.00011399378107225774
ltda	9.095618140482732e-07	5.371434710211097e-06
lth	2.273904535120683e-07	2.0888912761932045e-06
lu	7.208277376332565e-05	2.417145619594994e-05
lub	1.3643427210724097e-06	8.952391183685162e-07
lubbock	1.8191236280965463e-06	2.0888912761932045e-06
lube	4.547809070241366e-07	1.7904782367370325e-06
lubell	2.273904535120683e-07	1.4920651972808604e-06
lubricant	2.273904535120683e-07	5.371434710211097e-06
lubricious	2.273904535120683e-07	1.7904782367370325e-06
lucas	5.229980430777571e-06	5.9682607891234416e-06
lucci	2.273904535120683e-06	2.984130394561721e-07
luce	3.72920343759792e-05	2.984130394561721e-07
lucent	1.7054284013405123e-05	5.968260789123442e-07
lucia	9.095618140482732e-07	5.371434710211097e-06
lucid	2.273904535120683e-07	3.580956473474065e-06
lucie	2.7286854421448195e-06	5.968260789123442e-07
lucio	2.273904535120683e-07	5.073021670754925e-06
luck	2.5012949886327514e-05	5.460958622047949e-05
luckily	2.0465140816086147e-06	9.549217262597506e-06
lucky	7.276494512386185e-06	0.0001569652587539465
luckyday	2.273904535120683e-07	1.432382589389626e-05
lucrative	1.0459960861555141e-05	2.417145619594994e-05
lucy	5.457370884289639e-06	2.3873043156493766e-06
ludicrous	1.3643427210724097e-06	8.952391183685162e-07
ludlow	2.273904535120683e-07	1.7904782367370325e-06
lufkin	2.273904535120683e-06	2.984130394561721e-07
lufthansa	6.821713605362049e-07	1.1936521578246883e-06
lug	2.273904535120683e-07	2.0888912761932045e-06
lugar	2.273904535120683e-07	6.863499907491958e-06
luge	2.273904535120683e-07	2.9841303945617208e-06
luggage	9.095618140482732e-07	6.565086868035786e-06
lugging	2.273904535120683e-07	1.7904782367370325e-06
lui	2.273904535120683e-07	2.3873043156493766e-06
luigi	3.1834663491689563e-06	2.984130394561721e-07
luigical	4.0930281632172295e-06	2.984130394561721e-07
luis	1.0459960861555141e-05	7.758739025860474e-06
luisa	2.273904535120683e-07	2.6857173551055487e-06
luiz	1.5917331745844781e-06	2.984130394561721e-07
luke	1.1369522675603416e-06	5.9682607891234416e-06
lukewarm	1.3643427210724097e-06	2.6857173551055487e-06
lull	9.095618140482732e-07	8.952391183685162e-07
lulu	2.273904535120683e-07	3.580956473474065e-06
lumbar	2.273904535120683e-07	1.7904782367370325e-06
lumber	1.2279084489651688e-05	1.7904782367370325e-06
lumbermen	2.273904535120683e-07	2.9841303945617208e-06
lumens	2.273904535120683e-07	2.0888912761932045e-06
luminary	2.273904535120683e-07	1.7904782367370325e-06
luminescent	2.273904535120683e-07	3.282543434017893e-06
luminous	2.273904535120683e-07	2.0888912761932045e-06
lummox	2.273904535120683e-07	2.9841303945617208e-06
lump	7.95866587292239e-06	6.594928171981402e-05
lumpish	2.273904535120683e-07	2.6857173551055487e-06
lumpur	6.821713605362049e-07	2.9841303945617208e-06
lumpy	4.547809070241366e-07	1.4920651972808604e-06
lunacy	2.273904535120683e-07	2.0888912761932045e-06
lunar	2.273904535120683e-07	2.9841303945617208e-06
lunary	2.273904535120683e-07	2.0888912761932045e-06
lunatic	4.547809070241366e-07	1.4920651972808604e-06
lunatics	2.273904535120683e-07	3.282543434017893e-06
lunch	0.00012802082532729445	6.863499907491958e-06
luncheon	2.2966435804718898e-05	1.7904782367370325e-06
luncheoner	2.273904535120683e-07	2.3873043156493766e-06
lunches	5.684761337801707e-06	1.1936521578246883e-06
lunchroom	2.273904535120683e-07	2.0888912761932045e-06
lunchtime	2.0465140816086147e-06	1.4920651972808604e-06
lund	1.5917331745844781e-06	2.6857173551055487e-06
lundberg	2.273904535120683e-07	2.9841303945617208e-06
lundquist	4.547809070241366e-07	2.0888912761932045e-06
lundstrom	1.8191236280965463e-06	2.984130394561721e-07
lung	4.320418616729298e-06	4.774608631298753e-06
lunge	2.273904535120683e-07	1.7904782367370325e-06
lungs	2.273904535120683e-07	4.177782552386409e-06
luong	2.9788149410080946e-05	2.984130394561721e-07
lupe	1.1369522675603416e-06	1.4920651972808604e-06
lure	3.4108568026810243e-06	1.1936521578246883e-06
lurid	2.273904535120683e-07	2.0888912761932045e-06
lurking	2.0465140816086147e-06	5.968260789123442e-07
lusaka	2.273904535120683e-07	2.9841303945617208e-06
lust	4.547809070241366e-07	4.177782552386409e-06
luster	1.1369522675603416e-06	5.968260789123442e-07
lutanist	2.273904535120683e-07	2.3873043156493766e-06
lute	2.273904535120683e-07	1.4920651972808604e-06
lutetium	2.273904535120683e-07	1.7904782367370325e-06
luther	5.912151791313776e-06	3.282543434017893e-06
lutheran	2.0465140816086147e-06	2.0888912761932045e-06
lutianid	2.273904535120683e-07	1.7904782367370325e-06
lutz	3.865637709705161e-06	2.3873043156493766e-06
luu	3.4108568026810243e-06	2.984130394561721e-07
luv	2.273904535120683e-07	9.847630302053678e-06
luvu	2.273904535120683e-07	6.863499907491958e-06
lux	4.547809070241366e-07	3.282543434017893e-06
luxembourg	2.273904535120683e-07	2.0888912761932045e-06
luxo	2.273904535120683e-07	2.3873043156493766e-06
luxuriant	2.273904535120683e-07	1.7904782367370325e-06
luxuriate	2.273904535120683e-07	1.7904782367370325e-06
luxurious	2.273904535120683e-07	3.879369512930237e-06
luxury	2.501294988632751e-06	1.5219065012264775e-05
luzon	2.273904535120683e-07	2.3873043156493766e-06
lv	7.049104058874117e-06	1.581589109117712e-05
lvc	3.6382472561930927e-06	1.7904782367370325e-06
lve	2.273904535120683e-07	2.6857173551055487e-06
lvlt	4.547809070241366e-07	6.266673828579614e-06
lw	2.273904535120683e-07	4.177782552386409e-06
lwl	1.1369522675603416e-06	8.952391183685162e-07
lx	5.684761337801707e-06	2.6558760511599316e-05
lxt	2.273904535120683e-07	2.6857173551055487e-06
ly	1.8191236280965463e-06	1.1936521578246883e-05
lycopodium	2.273904535120683e-07	1.7904782367370325e-06
lycos	4.547809070241366e-07	5.371434710211097e-06
lydecker	1.7736455373941328e-05	2.984130394561721e-07
lydia	6.8217136053620485e-06	3.879369512930237e-06
lyell	2.273904535120683e-07	3.879369512930237e-06
lyette	1.8191236280965463e-06	2.984130394561721e-07
lying	9.095618140482732e-07	1.6412717170089463e-05
lyman	4.547809070241366e-07	3.580956473474065e-06
lymph	2.273904535120683e-07	2.3873043156493766e-06
lymphoma	2.273904535120683e-07	1.7904782367370325e-06
lyn	7.503884965898254e-06	2.0888912761932045e-06
lynch	4.138506253919643e-05	4.476195591842581e-06
lynda	2.7286854421448195e-06	2.984130394561721e-07
lynn	3.4108568026810246e-05	5.073021670754925e-06
lynne	2.7286854421448195e-06	1.1936521578246883e-06
lynx	6.821713605362049e-07	2.9841303945617208e-06
lyon	9.095618140482732e-07	8.952391183685162e-07
lyondell	8.868227686970664e-06	2.984130394561721e-07
lyonnais	3.4108568026810243e-06	2.984130394561721e-07
lyons	5.002589977265502e-06	1.1936521578246883e-06
lyr	1.5917331745844781e-06	5.968260789123442e-07
lyric	4.547809070241366e-07	1.7904782367370325e-06
lyricism	2.273904535120683e-07	2.0888912761932045e-06
lyrics	6.821713605362049e-07	5.073021670754925e-06
lysergic	2.273904535120683e-07	2.0888912761932045e-06
lz	9.095618140482732e-07	2.0888912761932045e-06
lzevaw	2.273904535120683e-07	4.177782552386409e-06
m	0.0010071123186049505	0.001224388700888674
ma	2.3648607165255103e-05	4.3866716800057295e-05
maar	2.273904535120683e-07	5.371434710211097e-06
mable	1.3643427210724097e-06	8.952391183685162e-07
mabo	2.273904535120683e-07	4.177782552386409e-06
mac	5.684761337801707e-06	5.0730216707549255e-05
macassar	2.273904535120683e-07	1.7904782367370325e-06
macdonald	1.3643427210724097e-06	1.7904782367370325e-06
macedonia	4.547809070241366e-07	2.6857173551055487e-06
maceuticai	2.273904535120683e-07	2.9841303945617208e-06
macgregor	6.821713605362049e-07	1.7904782367370325e-06
machen	2.273904535120683e-07	2.3873043156493766e-06
machiavelli	2.273904535120683e-07	1.7904782367370325e-06
machinations	1.3643427210724097e-06	2.984130394561721e-07
machine	3.115249213115336e-05	4.177782552386409e-05
machinelike	2.273904535120683e-07	1.7904782367370325e-06
machineries	2.273904535120683e-07	3.879369512930237e-06
machinery	1.8191236280965463e-06	1.2234934617703054e-05
machines	1.6372112652868918e-05	2.2082564919756732e-05
machinizing	2.273904535120683e-07	1.7904782367370325e-06
macho	1.1369522675603416e-06	8.952391183685162e-07
macht	9.095618140482732e-07	2.0888912761932045e-06
macintosh	2.273904535120683e-07	1.7904782367370325e-05
mack	6.0713251087722235e-05	8.952391183685162e-07
mackay	2.273904535120683e-06	5.968260789123442e-07
mackenzie	3.4108568026810243e-06	1.7904782367370325e-06
mackey	1.1369522675603416e-06	8.952391183685162e-07
mackinaw	2.273904535120683e-07	1.7904782367370325e-06
mackintosh	2.273904535120683e-07	5.9682607891234416e-06
macmillan	2.501294988632751e-06	5.968260789123442e-07
macminn	3.4108568026810243e-06	2.984130394561721e-07
macon	4.547809070241366e-07	2.6857173551055487e-06
macpherson	6.821713605362049e-07	2.9841303945617208e-06
macrmedia	2.273904535120683e-07	2.8050825708880174e-05
macro	3.865637709705161e-06	3.580956473474065e-06
macromed	2.273904535120683e-07	6.565086868035786e-06
macromedia	4.547809070241366e-07	0.0002473844097091667
macromolecular	2.273904535120683e-07	1.7904782367370325e-06
macromolecule	2.273904535120683e-07	2.0888912761932045e-06
macroprocessor	2.273904535120683e-07	2.6857173551055487e-06
macros	1.5917331745844781e-06	2.3873043156493766e-06
macroscopic	2.273904535120683e-07	2.6857173551055487e-06
macy	4.547809070241366e-07	7.758739025860474e-06
mad	4.0930281632172295e-06	2.2380977959212905e-05
madagascar	2.273904535120683e-07	1.4920651972808604e-06
madam	1.8191236280965463e-06	7.818421633751708e-05
madame	2.273904535120683e-07	1.4920651972808604e-06
madamus	2.273904535120683e-07	1.7904782367370325e-06
madan	2.273904535120683e-07	1.4920651972808604e-06
madden	1.5917331745844781e-06	1.7904782367370325e-06
maddox	2.501294988632751e-06	2.3873043156493766e-06
made	0.00043931835618531595	0.0007731881852309419
madeira	2.273904535120683e-07	2.6857173551055487e-06
madeline	9.095618140482732e-07	2.6857173551055487e-06
madeof	2.273904535120683e-07	2.0888912761932045e-06
madhav	3.4108568026810243e-06	2.984130394561721e-07
madhup	1.5917331745844781e-06	2.984130394561721e-07
madison	5.912151791313776e-06	7.460325986404302e-06
madman	2.273904535120683e-07	4.177782552386409e-06
madness	1.3643427210724097e-06	3.282543434017893e-06
madonna	2.273904535120683e-07	2.9841303945617208e-06
madras	2.273904535120683e-07	5.9682607891234416e-06
madrid	1.5917331745844781e-06	2.8349238748336347e-05
madrigal	2.273904535120683e-07	2.0888912761932045e-06
madsen	2.273904535120683e-07	2.3873043156493766e-06
mae	7.276494512386185e-06	2.6857173551055487e-06
maestro	2.273904535120683e-07	3.282543434017893e-06
maffett	4.320418616729298e-06	2.984130394561721e-07
mafia	2.273904535120683e-07	1.7904782367370325e-06
magazine	3.7519424829491265e-05	5.013339062863691e-05
magazines	7.731275419410322e-06	1.014604334150985e-05
magda	3.1834663491689563e-06	2.984130394561721e-07
magdalene	2.273904535120683e-07	1.7904782367370325e-06
magee	2.8196416235496468e-05	1.1936521578246883e-06
magellan	2.0465140816086147e-06	1.4920651972808604e-06
magenta	9.095618140482732e-07	2.6857173551055487e-06
mages	2.273904535120683e-07	4.177782552386409e-06
maggi	2.501294988632751e-06	5.968260789123442e-07
maggie	6.3669326983379126e-06	2.0888912761932045e-06
maggot	2.273904535120683e-07	1.7904782367370325e-06
magi	2.273904535120683e-07	2.6857173551055487e-06
magic	5.457370884289639e-06	1.2234934617703054e-05
magical	2.273904535120683e-07	5.371434710211097e-06
magician	4.547809070241366e-07	2.3873043156493766e-06
magistrate	2.273904535120683e-07	2.3873043156493766e-06
magma	4.547809070241366e-07	1.4920651972808604e-06
magna	6.3669326983379126e-06	3.282543434017893e-06
magnaminously	2.273904535120683e-07	1.7904782367370325e-06
magnate	2.273904535120683e-07	2.6857173551055487e-06
magner	3.1834663491689563e-06	2.984130394561721e-07
magnesite	2.273904535120683e-07	2.6857173551055487e-06
magnesium	2.273904535120683e-07	6.863499907491958e-06
magnet	6.821713605362049e-07	6.266673828579614e-06
magnetic	4.547809070241366e-07	5.9682607891234416e-06
magnetron	2.273904535120683e-07	2.0888912761932045e-06
magnificent	1.3643427210724097e-06	6.863499907491958e-06
magnified	4.547809070241366e-07	8.952391183685162e-06
magnitude	9.550399047506868e-06	1.7606369327914152e-05
magnolia	1.1369522675603416e-06	1.4920651972808604e-06
magnum	1.1369522675603416e-06	4.177782552386409e-06
maharashtra	5.821195609908948e-05	5.968260789123442e-07
mahayana	2.273904535120683e-07	2.3873043156493766e-06
maheshram	2.273904535120683e-06	2.984130394561721e-07
mahmassani	2.273904535120683e-06	2.984130394561721e-07
mahmoud	1.3643427210724097e-06	2.984130394561721e-07
mahogany	1.3643427210724097e-06	2.0888912761932045e-06
mahoney	1.3416036757212029e-05	8.952391183685162e-07
mahuang	2.273904535120683e-07	3.580956473474065e-06
mai	1.1369522675603416e-06	7.997469457425411e-05
maid	1.5917331745844781e-06	2.6857173551055487e-06
maiden	4.547809070241366e-07	2.0888912761932045e-06
maier	2.273904535120683e-07	3.282543434017893e-06
maiiing	2.273904535120683e-07	4.177782552386409e-06
maiiings	2.273904535120683e-07	6.386039044362082e-05
maiiling	2.273904535120683e-07	2.0888912761932045e-06
maiisse	2.273904535120683e-07	5.6698477496672695e-06
mail	0.0009068331286061284	0.0013947825464181484
mailbag	2.273904535120683e-07	1.4920651972808604e-06
mailbox	1.8873407641501667e-05	3.879369512930237e-05
mailboxes	9.095618140482732e-07	8.952391183685162e-07
maildrop	2.273904535120683e-07	1.7904782367370325e-06
mailed	1.4780379478284439e-05	1.7904782367370325e-05
mailer	1.0459960861555141e-05	4.834291239189988e-05
mailers	2.273904535120683e-07	4.774608631298753e-06
mailhost	4.547809070241366e-07	1.4920651972808604e-06
mailin	2.273904535120683e-07	3.580956473474065e-06
mailing	3.319900621276197e-05	0.000254844735695571
mailings	2.7286854421448195e-06	0.00019307323652814333
maill	1.1369522675603416e-06	2.0888912761932045e-06
maillling	2.273904535120683e-07	1.4920651972808604e-06
mailman	1.2279084489651688e-05	4.80444993524437e-05
mails	3.501812984085852e-05	0.0001486096936491737
mailstop	2.273904535120683e-06	2.984130394561721e-07
mailto	0.00014211903344504267	5.192386886537394e-05
mailwisconsin	2.273904535120683e-07	6.415880348307699e-05
maim	2.273904535120683e-07	2.0888912761932045e-06
main	9.3230085939948e-05	6.057784700960293e-05
maine	4.775199523753434e-06	5.371434710211097e-06
mainframe	9.095618140482732e-07	1.4920651972808604e-06
mainland	9.095618140482732e-07	3.879369512930237e-06
mainline	1.1369522675603415e-05	5.968260789123442e-07
mainly	1.728167446691719e-05	4.177782552386409e-06
mainoemstore	2.273904535120683e-07	4.774608631298753e-06
mainstay	6.821713605362049e-07	1.7904782367370325e-06
mainstream	1.5917331745844781e-06	7.758739025860474e-06
maintain	7.02636501352291e-05	3.610797777419682e-05
maintained	2.387599761876717e-05	1.163810853879071e-05
maintainer	2.273904535120683e-07	1.999367364356353e-05
maintaining	1.7736455373941328e-05	1.730795628845798e-05
maintains	1.3870817664236165e-05	5.073021670754925e-06
maintenance	4.979850931914296e-05	2.8946064827248692e-05
mainzer	4.0930281632172295e-06	2.984130394561721e-07
maio	2.273904535120683e-07	1.4920651972808604e-06
maior	2.273904535120683e-07	3.580956473474065e-06
maiores	2.273904535120683e-07	2.6857173551055487e-06
mais	2.273904535120683e-07	4.177782552386409e-05
